userid,version,sum_gamerounds,retention_1,retention_7,retention_14
2519023,facebook,47,FALSE,TRUE,TRUE
2519091,facebook,1,FALSE,FALSE,FALSE
2519290,guest,2,FALSE,FALSE,FALSE
2519468,guest,6,FALSE,TRUE,TRUE
2519850,facebook,3,FALSE,FALSE,FALSE
2520111,facebook,140,TRUE,FALSE,FALSE
2520218,guest,176,TRUE,TRUE,TRUE
2520278,guest,54,FALSE,FALSE,FALSE
2520590,facebook,1,FALSE,FALSE,FALSE
2520719,facebook,8,FALSE,FALSE,FALSE
2520757,guest,48,TRUE,FALSE,FALSE
2521248,guest,1,FALSE,FALSE,FALSE
2521309,facebook,786,TRUE,TRUE,TRUE
2521310,facebook,299,TRUE,FALSE,FALSE
2521322,guest,48,TRUE,FALSE,FALSE
2521370,guest,42,FALSE,FALSE,FALSE
2521412,facebook,260,TRUE,TRUE,TRUE
2521493,facebook,14,TRUE,FALSE,FALSE
2521616,guest,96,TRUE,FALSE,FALSE
2521738,guest,2,FALSE,FALSE,FALSE
2521836,facebook,40,TRUE,TRUE,TRUE
2521927,facebook,4,FALSE,FALSE,FALSE
2522011,guest,10,FALSE,FALSE,FALSE
2522258,guest,2,FALSE,FALSE,FALSE
2522305,facebook,19,FALSE,FALSE,FALSE
2522313,facebook,0,FALSE,FALSE,FALSE
2522321,guest,77,TRUE,FALSE,FALSE
2522458,guest,9,FALSE,FALSE,FALSE
2522597,facebook,4,TRUE,FALSE,FALSE
2522602,facebook,15,TRUE,FALSE,FALSE
2522618,guest,1,FALSE,FALSE,FALSE
2522624,guest,6,FALSE,FALSE,FALSE
2522703,facebook,12,TRUE,FALSE,FALSE
2522765,facebook,163,TRUE,TRUE,TRUE
2522767,guest,166,TRUE,TRUE,TRUE
2522774,guest,22,TRUE,FALSE,FALSE
2522894,facebook,60,TRUE,FALSE,FALSE
2522899,facebook,120,TRUE,FALSE,FALSE
2523049,guest,3,FALSE,FALSE,FALSE
2523241,guest,278,TRUE,TRUE,TRUE
2523288,facebook,46,TRUE,TRUE,TRUE
2523296,facebook,21,FALSE,FALSE,FALSE
2523309,guest,72,TRUE,TRUE,TRUE
2523315,guest,87,TRUE,FALSE,FALSE
2523377,facebook,17,TRUE,FALSE,FALSE
2523543,facebook,75,TRUE,TRUE,TRUE
2523915,guest,0,FALSE,FALSE,FALSE
2524034,guest,49,TRUE,TRUE,TRUE
2524137,facebook,31,TRUE,FALSE,FALSE
2524377,facebook,655,TRUE,TRUE,TRUE
2524611,guest,32,TRUE,FALSE,FALSE
2524860,guest,9,FALSE,FALSE,FALSE
2524885,facebook,0,FALSE,FALSE,FALSE
2524926,facebook,43,TRUE,FALSE,FALSE
2524942,guest,9,FALSE,FALSE,FALSE
2524997,guest,11,FALSE,FALSE,FALSE
2525309,facebook,25,FALSE,FALSE,FALSE
2525368,facebook,31,FALSE,TRUE,TRUE
2525429,guest,33,TRUE,FALSE,FALSE
2525480,guest,54,TRUE,FALSE,FALSE
2525663,facebook,51,TRUE,FALSE,FALSE
2525672,facebook,10,FALSE,TRUE,TRUE
2525682,guest,441,TRUE,TRUE,TRUE
2525779,guest,1,FALSE,FALSE,FALSE
2526117,facebook,538,TRUE,TRUE,TRUE
2526136,facebook,13,FALSE,FALSE,FALSE
2526170,guest,139,TRUE,TRUE,TRUE
2526249,guest,33,FALSE,FALSE,FALSE
2526446,facebook,181,TRUE,TRUE,TRUE
2526610,facebook,2,FALSE,FALSE,FALSE
2526665,guest,3,FALSE,FALSE,FALSE
2526933,guest,11,TRUE,FALSE,FALSE
2526962,facebook,52,FALSE,FALSE,FALSE
2527019,facebook,39,TRUE,FALSE,FALSE
2527065,guest,28,TRUE,FALSE,FALSE
2527221,guest,236,TRUE,FALSE,FALSE
2527307,facebook,18,TRUE,FALSE,FALSE
2527363,facebook,17,FALSE,FALSE,FALSE
2527612,guest,14,TRUE,FALSE,FALSE
2527626,guest,6,FALSE,FALSE,FALSE
2527644,facebook,126,TRUE,TRUE,TRUE
2527740,facebook,0,FALSE,FALSE,FALSE
2527870,guest,3,FALSE,FALSE,FALSE
2528139,guest,50,TRUE,FALSE,FALSE
2528281,facebook,27,FALSE,FALSE,FALSE
2528342,facebook,52,TRUE,FALSE,FALSE
2528409,guest,58,TRUE,FALSE,FALSE
2528421,guest,11,FALSE,TRUE,TRUE
2528660,facebook,2,FALSE,FALSE,FALSE
2528748,facebook,121,TRUE,TRUE,TRUE
2528875,guest,116,TRUE,TRUE,TRUE
2528916,guest,6,FALSE,FALSE,FALSE
2529135,facebook,6,FALSE,FALSE,FALSE
2529255,facebook,44,TRUE,FALSE,FALSE
2529326,guest,25,TRUE,FALSE,FALSE
2529359,guest,1,FALSE,FALSE,FALSE
2529414,facebook,28,TRUE,FALSE,FALSE
2529421,facebook,27,FALSE,FALSE,FALSE
2529571,guest,1,FALSE,FALSE,FALSE
2529935,guest,577,TRUE,TRUE,TRUE
2530002,facebook,17,TRUE,FALSE,FALSE
2530113,facebook,7,FALSE,FALSE,FALSE
2530236,guest,14,TRUE,FALSE,FALSE
2530253,guest,1,FALSE,FALSE,FALSE
2530257,facebook,51,TRUE,FALSE,FALSE
2530741,facebook,8,TRUE,FALSE,FALSE
2530961,guest,3,FALSE,FALSE,FALSE
2531156,guest,33,TRUE,FALSE,FALSE
2531415,facebook,799,TRUE,TRUE,TRUE
2531561,facebook,26,TRUE,FALSE,FALSE
2531563,guest,2,FALSE,TRUE,TRUE
2531586,guest,9,TRUE,FALSE,FALSE
2531654,facebook,27,FALSE,TRUE,TRUE
2531658,facebook,44,TRUE,FALSE,FALSE
2531667,guest,18,TRUE,FALSE,FALSE
2531927,guest,96,TRUE,TRUE,TRUE
2532031,facebook,277,TRUE,TRUE,TRUE
2532052,facebook,16,FALSE,FALSE,FALSE
2532108,guest,47,TRUE,FALSE,FALSE
2532182,guest,35,FALSE,FALSE,FALSE
2532362,facebook,29,TRUE,TRUE,TRUE
2532398,facebook,22,TRUE,FALSE,FALSE
2532876,guest,67,TRUE,FALSE,FALSE
2533129,guest,7,FALSE,FALSE,FALSE
2533252,facebook,60,TRUE,FALSE,FALSE
2533356,facebook,17,FALSE,FALSE,FALSE
2533378,guest,32,TRUE,FALSE,FALSE
2533407,guest,37,TRUE,TRUE,TRUE
2533434,facebook,143,TRUE,FALSE,FALSE
2533490,facebook,1,FALSE,FALSE,FALSE
2533545,guest,6,TRUE,FALSE,FALSE
2533572,guest,117,TRUE,TRUE,TRUE
2533595,facebook,14,TRUE,TRUE,TRUE
2533715,facebook,81,TRUE,TRUE,TRUE
2533848,guest,10,TRUE,FALSE,FALSE
2533988,guest,545,TRUE,TRUE,TRUE
2534201,facebook,45,TRUE,FALSE,FALSE
2534210,facebook,15,TRUE,FALSE,FALSE
2534305,guest,67,FALSE,TRUE,TRUE
2534461,guest,27,FALSE,FALSE,FALSE
2534884,facebook,2,FALSE,FALSE,FALSE
2534958,facebook,11,FALSE,FALSE,FALSE
2535081,guest,2,FALSE,FALSE,FALSE
2535133,guest,1,FALSE,FALSE,FALSE
2535405,facebook,14,TRUE,FALSE,FALSE
2535430,facebook,1,FALSE,FALSE,FALSE
2535502,guest,257,TRUE,TRUE,TRUE
2535729,guest,25,TRUE,FALSE,FALSE
2535836,facebook,154,TRUE,TRUE,TRUE
2535928,facebook,1,FALSE,FALSE,FALSE
2536197,guest,9,FALSE,FALSE,FALSE
2536237,guest,18,FALSE,TRUE,TRUE
2536318,facebook,12,FALSE,FALSE,FALSE
2536635,facebook,70,TRUE,FALSE,FALSE
2536890,guest,25,TRUE,TRUE,TRUE
2536949,guest,11,TRUE,FALSE,FALSE
2537014,facebook,72,TRUE,FALSE,FALSE
2537059,facebook,3,TRUE,FALSE,FALSE
2537141,guest,1,FALSE,FALSE,FALSE
2537214,guest,4,FALSE,FALSE,FALSE
2537405,facebook,20,TRUE,FALSE,FALSE
2537699,facebook,1,FALSE,FALSE,FALSE
2537830,guest,12,TRUE,FALSE,FALSE
2537839,guest,18,TRUE,FALSE,FALSE
2537923,facebook,2,FALSE,FALSE,FALSE
2538014,facebook,108,TRUE,TRUE,TRUE
2538027,guest,37,FALSE,FALSE,FALSE
2538030,guest,10,FALSE,FALSE,FALSE
2538355,facebook,2,FALSE,FALSE,FALSE
2538485,facebook,1,FALSE,FALSE,FALSE
2538978,guest,594,TRUE,TRUE,TRUE
2538997,guest,2,FALSE,FALSE,FALSE
2539295,facebook,12,FALSE,FALSE,FALSE
2539323,facebook,4,FALSE,FALSE,FALSE
2539357,guest,45,TRUE,TRUE,TRUE
2539416,guest,89,TRUE,FALSE,FALSE
2539460,facebook,489,FALSE,TRUE,TRUE
2539669,facebook,35,FALSE,FALSE,FALSE
2539690,guest,23,TRUE,FALSE,FALSE
2539781,guest,4,FALSE,FALSE,FALSE
2539836,facebook,8,FALSE,FALSE,FALSE
2539900,facebook,86,TRUE,FALSE,FALSE
2540079,guest,21,FALSE,FALSE,FALSE
2540113,guest,97,TRUE,TRUE,TRUE
2540219,facebook,23,TRUE,FALSE,FALSE
2540285,facebook,1,FALSE,FALSE,FALSE
2540485,guest,2,FALSE,FALSE,FALSE
2540540,guest,4,FALSE,FALSE,FALSE
2540609,facebook,170,TRUE,TRUE,TRUE
2540704,facebook,70,TRUE,TRUE,TRUE
2540713,guest,115,FALSE,FALSE,FALSE
2540720,guest,27,TRUE,FALSE,FALSE
2541018,facebook,22,TRUE,FALSE,FALSE
2541479,facebook,7,FALSE,FALSE,FALSE
2541534,guest,243,TRUE,TRUE,TRUE
2541583,guest,4,FALSE,FALSE,FALSE
2541612,facebook,86,TRUE,FALSE,FALSE
2541614,facebook,28,TRUE,FALSE,FALSE
2541741,guest,10,FALSE,FALSE,FALSE
2541813,guest,386,TRUE,TRUE,TRUE
2541891,facebook,6,FALSE,FALSE,FALSE
2541923,facebook,2,TRUE,FALSE,FALSE
2542167,guest,49,FALSE,FALSE,FALSE
2542285,guest,170,FALSE,TRUE,TRUE
2542310,facebook,55,TRUE,FALSE,FALSE
2542333,facebook,37,FALSE,FALSE,FALSE
2542541,guest,1,FALSE,FALSE,FALSE
2542963,guest,17,TRUE,FALSE,FALSE
2543138,facebook,16,FALSE,FALSE,FALSE
2543151,facebook,62,TRUE,FALSE,FALSE
2543344,guest,1,FALSE,FALSE,FALSE
2543394,guest,80,TRUE,FALSE,FALSE
2543455,facebook,19,FALSE,FALSE,FALSE
2543989,facebook,0,FALSE,FALSE,FALSE
2544063,guest,5,TRUE,FALSE,FALSE
2544230,guest,0,FALSE,FALSE,FALSE
2544283,facebook,0,FALSE,FALSE,FALSE
2544329,facebook,68,FALSE,FALSE,FALSE
2544379,guest,57,TRUE,FALSE,FALSE
2544728,guest,48,TRUE,FALSE,FALSE
2544738,facebook,3,FALSE,FALSE,FALSE
2544823,facebook,35,TRUE,FALSE,FALSE
2544842,guest,2,FALSE,FALSE,FALSE
2544862,guest,39,FALSE,FALSE,FALSE
2545524,facebook,7,TRUE,TRUE,TRUE
2545791,facebook,27,TRUE,FALSE,FALSE
2545933,guest,6,FALSE,FALSE,FALSE
2545958,guest,97,FALSE,TRUE,TRUE
2545995,facebook,18,TRUE,FALSE,FALSE
2546046,facebook,290,TRUE,TRUE,TRUE
2546048,guest,3,FALSE,FALSE,FALSE
2546168,guest,59,TRUE,FALSE,FALSE
2546255,facebook,58,TRUE,TRUE,TRUE
2546284,facebook,146,TRUE,TRUE,TRUE
2546400,guest,11,TRUE,FALSE,FALSE
2546492,guest,17,FALSE,FALSE,FALSE
2546542,facebook,0,FALSE,FALSE,FALSE
2546595,facebook,275,TRUE,TRUE,TRUE
2546777,guest,22,TRUE,FALSE,FALSE
2546807,guest,17,FALSE,FALSE,FALSE
2546851,facebook,66,TRUE,FALSE,FALSE
2547125,facebook,33,FALSE,FALSE,FALSE
2547256,guest,18,TRUE,TRUE,TRUE
2547439,guest,7,FALSE,FALSE,FALSE
2547747,facebook,185,TRUE,TRUE,TRUE
2547998,facebook,0,FALSE,FALSE,FALSE
2548004,guest,7,FALSE,FALSE,FALSE
2548117,guest,32,TRUE,FALSE,FALSE
2548383,facebook,31,FALSE,TRUE,TRUE
2548450,facebook,13,FALSE,FALSE,FALSE
2548530,guest,14,FALSE,TRUE,TRUE
2548615,guest,81,TRUE,FALSE,FALSE
2548715,facebook,2,FALSE,FALSE,FALSE
2548849,facebook,165,TRUE,FALSE,FALSE
2549091,guest,6,FALSE,FALSE,FALSE
2549167,guest,69,TRUE,TRUE,TRUE
2549370,facebook,22,TRUE,FALSE,FALSE
2549408,facebook,159,TRUE,TRUE,TRUE
2549438,guest,0,FALSE,FALSE,FALSE
2549609,guest,96,TRUE,FALSE,FALSE
2549700,facebook,7,FALSE,FALSE,FALSE
2550009,facebook,4,FALSE,FALSE,FALSE
2550016,guest,10,FALSE,FALSE,FALSE
2550123,guest,4,FALSE,FALSE,FALSE
2550291,facebook,10,TRUE,FALSE,FALSE
2550371,facebook,10,FALSE,FALSE,FALSE
2550430,guest,68,FALSE,TRUE,TRUE
2550499,guest,65,TRUE,FALSE,FALSE
2550559,facebook,40,TRUE,FALSE,FALSE
2550692,facebook,32,TRUE,FALSE,FALSE
2550717,guest,11,FALSE,FALSE,FALSE
2550728,guest,204,TRUE,FALSE,FALSE
2550884,facebook,16,FALSE,FALSE,FALSE
2550906,facebook,64,TRUE,TRUE,TRUE
2551012,guest,5,TRUE,FALSE,FALSE
2551260,guest,12,TRUE,FALSE,FALSE
2551306,facebook,0,FALSE,FALSE,FALSE
2551466,facebook,7,FALSE,FALSE,FALSE
2551565,guest,23,TRUE,FALSE,FALSE
2551777,guest,1,FALSE,FALSE,FALSE
2551866,facebook,1,FALSE,FALSE,FALSE
2551887,facebook,109,TRUE,FALSE,FALSE
2551970,guest,5,FALSE,FALSE,FALSE
2552520,guest,25,TRUE,FALSE,FALSE
2552607,facebook,13,FALSE,FALSE,FALSE
2552673,facebook,4,FALSE,FALSE,FALSE
2552695,guest,1,FALSE,FALSE,FALSE
2552750,guest,42,TRUE,TRUE,TRUE
2552835,facebook,15,FALSE,FALSE,FALSE
2552880,facebook,87,TRUE,FALSE,FALSE
2552950,guest,90,TRUE,TRUE,TRUE
2553025,guest,875,TRUE,TRUE,TRUE
2553529,facebook,27,FALSE,FALSE,FALSE
2553580,facebook,30,TRUE,FALSE,FALSE
2553718,guest,1,FALSE,FALSE,FALSE
2553747,guest,30,TRUE,FALSE,FALSE
2553816,facebook,271,TRUE,TRUE,TRUE
2553887,facebook,47,FALSE,FALSE,FALSE
2553900,guest,8,FALSE,FALSE,FALSE
2553999,guest,16,FALSE,FALSE,FALSE
2554127,facebook,68,FALSE,FALSE,FALSE
2554269,facebook,18,FALSE,FALSE,FALSE
2554373,guest,18,FALSE,FALSE,FALSE
2554473,guest,1,FALSE,FALSE,FALSE
2554507,facebook,20,TRUE,FALSE,FALSE
2554642,facebook,3,FALSE,FALSE,FALSE
2554700,guest,57,TRUE,FALSE,FALSE
2554754,guest,42,FALSE,FALSE,FALSE
2554764,facebook,0,FALSE,FALSE,FALSE
2554874,facebook,11,FALSE,FALSE,FALSE
2554905,guest,117,TRUE,TRUE,TRUE
2555054,guest,25,TRUE,TRUE,TRUE
2555256,facebook,0,FALSE,FALSE,FALSE
2555316,facebook,25,TRUE,FALSE,FALSE
2555350,guest,7,FALSE,FALSE,FALSE
2555381,guest,0,FALSE,FALSE,FALSE
2555433,facebook,23,TRUE,FALSE,FALSE
2555444,facebook,202,TRUE,TRUE,TRUE
2555449,guest,26,FALSE,FALSE,FALSE
2555475,guest,46,TRUE,FALSE,FALSE
2555677,facebook,8,FALSE,FALSE,FALSE
2556070,facebook,7,FALSE,FALSE,FALSE
2556128,guest,49,FALSE,FALSE,FALSE
2556251,guest,13,FALSE,FALSE,FALSE
2556258,facebook,3,FALSE,FALSE,FALSE
2556353,facebook,116,TRUE,FALSE,FALSE
2556462,guest,9,TRUE,FALSE,FALSE
2556758,guest,159,TRUE,TRUE,TRUE
2556838,facebook,163,TRUE,TRUE,TRUE
2557548,facebook,2,TRUE,FALSE,FALSE
2557581,guest,1,FALSE,FALSE,FALSE
2557657,guest,0,FALSE,TRUE,TRUE
2557785,facebook,68,TRUE,FALSE,FALSE
2557892,facebook,38,TRUE,FALSE,FALSE
2557923,guest,1,FALSE,FALSE,FALSE
2557966,guest,43,TRUE,TRUE,TRUE
2558012,facebook,35,TRUE,FALSE,FALSE
2558158,facebook,9,FALSE,FALSE,FALSE
2558192,guest,51,TRUE,TRUE,TRUE
2558335,guest,0,FALSE,FALSE,FALSE
2558340,facebook,37,TRUE,TRUE,TRUE
2558374,facebook,0,FALSE,FALSE,FALSE
2558402,guest,8,FALSE,FALSE,FALSE
2558704,guest,99,TRUE,TRUE,TRUE
2559072,facebook,3,FALSE,FALSE,FALSE
2559080,facebook,11,FALSE,FALSE,FALSE
2559122,guest,62,TRUE,TRUE,TRUE
2559168,guest,81,FALSE,FALSE,FALSE
2559445,facebook,20,FALSE,FALSE,FALSE
2559453,facebook,43,FALSE,FALSE,FALSE
2559701,guest,8,FALSE,FALSE,FALSE
2559822,guest,20,TRUE,FALSE,FALSE
2559880,facebook,5,FALSE,FALSE,FALSE
2559912,facebook,110,TRUE,TRUE,TRUE
2559925,guest,21,FALSE,FALSE,FALSE
2559983,guest,0,FALSE,FALSE,FALSE
2560162,facebook,2,FALSE,FALSE,FALSE
2560167,facebook,8,FALSE,FALSE,FALSE
2560394,guest,43,TRUE,FALSE,FALSE
2560575,guest,287,TRUE,TRUE,TRUE
2560635,facebook,26,TRUE,FALSE,FALSE
2560783,facebook,3,FALSE,FALSE,FALSE
2560789,guest,34,TRUE,FALSE,FALSE
2560809,guest,33,FALSE,TRUE,TRUE
2561044,facebook,47,TRUE,FALSE,FALSE
2561245,facebook,23,FALSE,FALSE,FALSE
2561299,guest,7,TRUE,FALSE,FALSE
2561489,guest,2,FALSE,FALSE,FALSE
2561537,facebook,2,FALSE,FALSE,FALSE
2561787,facebook,67,TRUE,TRUE,TRUE
2561891,guest,5,FALSE,FALSE,FALSE
2561907,guest,2,FALSE,FALSE,FALSE
2562017,facebook,4,FALSE,FALSE,FALSE
2562119,facebook,12,TRUE,FALSE,FALSE
2562214,guest,17,TRUE,FALSE,FALSE
2562323,guest,4,TRUE,FALSE,FALSE
2562349,facebook,3,FALSE,FALSE,FALSE
2562364,facebook,37,FALSE,FALSE,FALSE
2562462,guest,3,TRUE,FALSE,FALSE
2562507,guest,149,TRUE,TRUE,TRUE
2562508,facebook,171,TRUE,TRUE,TRUE
2562915,facebook,14,FALSE,FALSE,FALSE
2562952,guest,2,FALSE,FALSE,FALSE
2562983,guest,20,FALSE,TRUE,TRUE
2563034,facebook,14,TRUE,FALSE,FALSE
2563073,facebook,6,TRUE,FALSE,FALSE
2563150,guest,157,TRUE,FALSE,FALSE
2563155,guest,13,FALSE,FALSE,FALSE
2563259,facebook,15,FALSE,FALSE,FALSE
2563319,facebook,24,FALSE,FALSE,FALSE
2563451,guest,45,TRUE,FALSE,FALSE
2563474,guest,0,FALSE,FALSE,FALSE
2563495,facebook,128,FALSE,TRUE,TRUE
2563735,facebook,37,TRUE,FALSE,FALSE
2563775,guest,4,FALSE,FALSE,FALSE
2563787,guest,26,TRUE,FALSE,FALSE
2564005,facebook,13,TRUE,FALSE,FALSE
2564072,facebook,108,TRUE,FALSE,FALSE
2564209,guest,7,TRUE,FALSE,FALSE
2564315,guest,4,FALSE,FALSE,FALSE
2564521,facebook,183,TRUE,TRUE,TRUE
2564558,facebook,0,FALSE,FALSE,FALSE
2564629,guest,6,FALSE,FALSE,FALSE
2564816,guest,15,FALSE,FALSE,FALSE
2565026,facebook,6,FALSE,FALSE,FALSE
2565256,facebook,51,TRUE,FALSE,FALSE
2565272,guest,8,TRUE,FALSE,FALSE
2565295,guest,8,FALSE,FALSE,FALSE
2565547,facebook,21,TRUE,FALSE,FALSE
2565639,facebook,17,FALSE,FALSE,FALSE
2565850,guest,13,TRUE,FALSE,FALSE
2565920,guest,9,FALSE,FALSE,FALSE
2566006,facebook,9,TRUE,FALSE,FALSE
2566071,facebook,286,TRUE,TRUE,TRUE
2566121,guest,4,FALSE,FALSE,FALSE
2566195,guest,2,FALSE,FALSE,FALSE
2566367,facebook,15,TRUE,FALSE,FALSE
2566372,facebook,219,TRUE,TRUE,TRUE
2566397,guest,12,TRUE,FALSE,FALSE
2566638,guest,19,FALSE,FALSE,FALSE
2566728,facebook,5,FALSE,FALSE,FALSE
2566747,facebook,20,FALSE,FALSE,FALSE
2566914,guest,31,TRUE,FALSE,FALSE
2567004,guest,336,TRUE,TRUE,TRUE
2567079,facebook,17,FALSE,FALSE,FALSE
2567146,facebook,16,FALSE,FALSE,FALSE
2567178,guest,1,TRUE,FALSE,FALSE
2567359,guest,1,FALSE,FALSE,FALSE
2567718,facebook,21,TRUE,TRUE,TRUE
2568041,facebook,3,FALSE,FALSE,FALSE
2568089,guest,5,FALSE,FALSE,FALSE
2568105,guest,819,TRUE,TRUE,TRUE
2568161,facebook,27,TRUE,FALSE,FALSE
2568234,facebook,245,TRUE,FALSE,FALSE
2568287,guest,23,FALSE,FALSE,FALSE
2568596,guest,1,TRUE,FALSE,FALSE
2568626,facebook,6,FALSE,FALSE,FALSE
2568728,facebook,39,TRUE,FALSE,FALSE
2568761,guest,11,TRUE,FALSE,FALSE
2568850,guest,10,FALSE,FALSE,FALSE
2569001,facebook,31,TRUE,FALSE,FALSE
2569027,facebook,47,TRUE,FALSE,FALSE
2569105,guest,21,TRUE,FALSE,FALSE
2569305,guest,6,FALSE,TRUE,TRUE
2569473,facebook,21,TRUE,FALSE,FALSE
2569485,facebook,23,FALSE,FALSE,FALSE
2569525,guest,2,FALSE,FALSE,FALSE
2569561,guest,35,FALSE,FALSE,FALSE
2569585,facebook,8,FALSE,FALSE,FALSE
2569838,facebook,2,FALSE,FALSE,FALSE
2569993,guest,8,FALSE,FALSE,FALSE
2570134,guest,3,FALSE,FALSE,FALSE
2570438,facebook,8,TRUE,FALSE,FALSE
2570854,facebook,48,FALSE,TRUE,TRUE
2570894,guest,7,TRUE,FALSE,FALSE
2571033,guest,28,TRUE,FALSE,FALSE
2571190,facebook,4,FALSE,FALSE,FALSE
2571476,facebook,5,FALSE,FALSE,FALSE
2571542,guest,182,TRUE,TRUE,TRUE
2571621,guest,25,TRUE,FALSE,FALSE
2571648,facebook,7,FALSE,FALSE,FALSE
2571705,facebook,93,TRUE,FALSE,FALSE
2571828,guest,5,FALSE,FALSE,FALSE
2571855,guest,252,TRUE,TRUE,TRUE
2571915,facebook,7,FALSE,FALSE,FALSE
2571942,facebook,720,TRUE,TRUE,TRUE
2571968,guest,14,FALSE,FALSE,FALSE
2572124,guest,15,FALSE,FALSE,FALSE
2572274,facebook,4,FALSE,FALSE,FALSE
2572426,facebook,3,FALSE,FALSE,FALSE
2572479,guest,3,FALSE,FALSE,FALSE
2572500,guest,22,TRUE,FALSE,FALSE
2572549,facebook,1,FALSE,FALSE,FALSE
2572555,facebook,13,FALSE,FALSE,FALSE
2572625,guest,0,FALSE,FALSE,FALSE
2572712,guest,97,TRUE,FALSE,FALSE
2572857,facebook,17,TRUE,FALSE,FALSE
2572897,facebook,13,FALSE,FALSE,FALSE
2572926,guest,52,TRUE,FALSE,FALSE
2573420,guest,23,TRUE,FALSE,FALSE
2573535,facebook,17,FALSE,FALSE,FALSE
2573761,facebook,12,FALSE,FALSE,FALSE
2573848,guest,0,FALSE,FALSE,FALSE
2573893,guest,25,FALSE,FALSE,FALSE
2574005,facebook,1159,TRUE,TRUE,TRUE
2574054,facebook,31,TRUE,FALSE,FALSE
2574262,guest,124,TRUE,TRUE,TRUE
2574292,guest,2,FALSE,FALSE,FALSE
2574385,facebook,20,FALSE,FALSE,FALSE
2574431,facebook,5,FALSE,FALSE,FALSE
2574669,guest,1,FALSE,FALSE,FALSE
2574681,guest,10,TRUE,FALSE,FALSE
2574686,facebook,9,TRUE,FALSE,FALSE
2574927,facebook,68,FALSE,FALSE,FALSE
2575051,guest,59,TRUE,FALSE,FALSE
2575140,guest,11,TRUE,FALSE,FALSE
2575320,facebook,12,TRUE,FALSE,FALSE
2575347,facebook,14,TRUE,FALSE,FALSE
2575471,guest,69,TRUE,TRUE,TRUE
2575492,guest,61,TRUE,FALSE,FALSE
2575513,facebook,84,TRUE,FALSE,FALSE
2575551,facebook,10,FALSE,FALSE,FALSE
2575638,guest,25,FALSE,FALSE,FALSE
2575661,guest,3,FALSE,FALSE,FALSE
2575838,facebook,5,FALSE,FALSE,FALSE
2575973,facebook,27,FALSE,TRUE,TRUE
2576148,guest,2,FALSE,FALSE,FALSE
2576170,guest,9,FALSE,FALSE,FALSE
2576298,facebook,8,FALSE,FALSE,FALSE
2576363,facebook,129,TRUE,TRUE,TRUE
2576513,guest,31,TRUE,FALSE,FALSE
2576990,guest,11,TRUE,FALSE,FALSE
2577015,facebook,10,FALSE,FALSE,FALSE
2577120,facebook,62,TRUE,TRUE,TRUE
2577252,guest,49,TRUE,FALSE,FALSE
2577384,guest,102,TRUE,FALSE,FALSE
2577434,facebook,4,FALSE,FALSE,FALSE
2577655,facebook,21,TRUE,FALSE,FALSE
2577777,guest,39,TRUE,FALSE,FALSE
2577857,guest,36,TRUE,TRUE,TRUE
2577927,facebook,1,FALSE,FALSE,FALSE
2577949,facebook,4,FALSE,FALSE,FALSE
2577997,guest,48,TRUE,TRUE,TRUE
2578119,guest,9,TRUE,FALSE,FALSE
2578148,facebook,27,TRUE,FALSE,FALSE
2578174,facebook,199,TRUE,TRUE,TRUE
2578279,guest,3,FALSE,FALSE,FALSE
2578316,guest,5,FALSE,FALSE,FALSE
2578353,facebook,13,TRUE,TRUE,TRUE
2578372,facebook,3,FALSE,FALSE,FALSE
2578500,guest,5,TRUE,FALSE,FALSE
2578553,guest,32,TRUE,FALSE,FALSE
2578555,facebook,45,TRUE,TRUE,TRUE
2578609,facebook,18,FALSE,FALSE,FALSE
2578751,guest,1,FALSE,FALSE,FALSE
2578758,guest,1,FALSE,FALSE,FALSE
2578838,facebook,5,FALSE,FALSE,FALSE
2578855,facebook,17,TRUE,TRUE,TRUE
2578870,guest,59,FALSE,TRUE,TRUE
2578915,guest,82,FALSE,TRUE,TRUE
2578941,facebook,15,TRUE,TRUE,TRUE
2579119,facebook,42,FALSE,TRUE,TRUE
2579169,guest,153,TRUE,TRUE,TRUE
2579261,guest,99,TRUE,TRUE,TRUE
2579279,facebook,5,FALSE,FALSE,FALSE
2579442,facebook,0,FALSE,FALSE,FALSE
2579446,guest,0,FALSE,FALSE,FALSE
2579458,guest,104,TRUE,TRUE,TRUE
2579460,facebook,13,FALSE,FALSE,FALSE
2579513,facebook,4,FALSE,FALSE,FALSE
2580017,guest,10,TRUE,FALSE,FALSE
2580068,guest,3,FALSE,FALSE,FALSE
2580072,facebook,231,TRUE,TRUE,TRUE
2580078,facebook,28,FALSE,FALSE,FALSE
2580434,guest,55,FALSE,FALSE,FALSE
2580799,guest,124,TRUE,TRUE,TRUE
2580806,facebook,15,TRUE,FALSE,FALSE
2580946,facebook,2,FALSE,FALSE,FALSE
2580950,guest,9,FALSE,FALSE,FALSE
2580999,guest,51,FALSE,FALSE,FALSE
2581034,facebook,7,FALSE,FALSE,FALSE
2581077,facebook,9,FALSE,TRUE,TRUE
2581142,guest,21,TRUE,FALSE,FALSE
2581184,guest,54,TRUE,FALSE,FALSE
2581485,facebook,7,FALSE,FALSE,FALSE
2581652,facebook,23,FALSE,FALSE,FALSE
2581756,guest,16,TRUE,TRUE,TRUE
2581857,guest,377,TRUE,TRUE,TRUE
2581877,facebook,4,FALSE,FALSE,FALSE
2582095,facebook,342,TRUE,TRUE,TRUE
